0.003906250, -0.0349
0.007812500,  0.0604
0.011718750,  0.0516
0.015625000, -0.0061
0.019531250, -0.0498
0.023437500,  0.0268
0.027343750,  0.0927
0.031250000,  0.0410
0.035156250, -0.0290
0.039062500, -0.0195
0.042968750,  0.0632
0.046875000,  0.0885
0.050781250,  0.0214
0.054687500, -0.0640
0.058593750, -0.0012
0.062500000,  0.0729
0.066406250,  0.1245
0.070312500,  0.0623
0.074218750,  0.0548
0.078125000,  0.0750
0.082031250,  0.0947
0.085937500,  0.0236
0.089843750, -0.0916
0.093750000, -0.2770
0.097656250,  1.0595
0.101562500,  0.9770
0.105468750, -0.0111
0.109375000, -0.2912
0.113281250, -0.2424
0.117187500, -0.1804
0.121093750, -0.2182
0.125000000, -0.2507
0.128906250, -0.1971
0.132812500, -0.0976
0.136718750, -0.0630
0.140625000, -0.1359
0.144531250, -0.1278
0.148437500, -0.0200
0.152343750,  0.0626
0.156250000,  0.0215
0.160156250, -0.0092
0.164062500,  0.0052
0.167968750,  0.0247
0.171875000, -0.0382
0.175781250, -0.1130
0.179687500, -0.1609
0.183593750, -0.0995
0.187500000, -0.0258
0.191406250, -0.0592
0.195312500, -0.1107
0.199218750, -0.0883
0.203125000,  0.0010
0.207031250,  0.0235
0.210937500, -0.0438
0.214843750, -0.0614
0.218750000, -0.0134
0.222656250,  0.0615
0.226562500,  0.0550
0.230468750, -0.0422
0.234375000, -0.0232
0.238281250,  0.0575
0.242187500,  0.0741
0.246093750,  0.0229
0.250000000, -0.0386
0.253906250,  0.0049
0.257812500,  0.0363
0.261718750,  0.0979
0.265625000,  0.0670
0.269531250,  0.0465
0.273437500,  0.0775
0.277343750,  0.0811
0.281250000,  0.0314
0.285156250, -0.0312
0.289062500, -0.2733
0.292968750,  0.2609
0.296875000,  1.6330
0.300781250, -0.0329
0.304687500, -0.1690
0.308593750, -0.1990
0.312500000, -0.1314
0.316406250, -0.1352
0.320312500, -0.1747
0.324218750, -0.1295
0.328125000, -0.0312
0.332031250, -0.0231
0.335937500, -0.0773
0.339843750, -0.0656
0.343750000,  0.0230
0.347656250,  0.1199
0.351562500,  0.1142
0.355468750,  0.0594
0.359375000,  0.0568
0.363281250,  0.0379
0.367187500, -0.0258
0.371093750, -0.1738
0.375000000, -0.1953
0.378906250, -0.1750
0.382812500, -0.0828
0.386718750, -0.0894
0.390625000, -0.1413
0.394531250, -0.1416
0.398437500, -0.0371
0.402343750,  0.0028
0.406250000, -0.0257
0.410156250, -0.1092
0.414062500, -0.0436
0.417968750,  0.0312
0.421875000,  0.0258
0.425781250, -0.0420
0.429687500, -0.0371
0.433593750,  0.0155
0.437500000,  0.0435
0.441406250,  0.0610
0.445312500,  0.0344
0.449218750,  0.0391
0.453125000,  0.0780
0.457031250,  0.0923
0.460937500, -0.0028
0.464843750, -0.0341
0.468750000, -0.2437
0.472656250,  0.2820
0.476562500,  1.4259
0.480468750, -0.1303
0.484375000, -0.1785
0.488281250, -0.1434
0.492187500, -0.0851
0.496093750, -0.1439
0.500000000, -0.1491
0.503906250, -0.0758
0.507812500,  0.0170
0.511718750, -0.0005
0.515625000, -0.0171
0.519531250, -0.0153
0.523437500,  0.0985
0.527343750,  0.1845
0.531250000,  0.1198
0.535156250,  0.0511
0.539062500,  0.0769
0.542968750,  0.0863
0.546875000, -0.0558
0.550781250, -0.1605
0.554687500, -0.1626
0.558593750, -0.1064
0.562500000, -0.0576
0.566406250, -0.0677
0.570312500, -0.1531
0.574218750, -0.0910
0.578125000, -0.0161
0.582031250, -0.0207
0.585937500, -0.0743
0.589843750, -0.0944
0.593750000, -0.0356
0.597656250,  0.0220
0.601562500, -0.0168
0.605468750, -0.0931
0.609375000, -0.0488
